,sp_codes,sp_names,bacdive_code,tax_id,oxygen_fusion,oxygen_gold,merge_oxygen,habitat,temp_range_deduced,temp_def,temp_type_def,continent_def,habMix,oxySimpl,life_domain,clades
1862,glo,Geobacter lovleyi,5805.0,398767,Anaerobe,Anaerobe,Anaerobe,Fresh water-Soil,psychrophilic,25.0,growth,Asia,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1863,gbm,Geobacter bemidjiensis,5803.0,404380,Anaerobe,Anaerobe,Anaerobe,Soil,mesophilic,30.0,optimum,North America,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1864,geo,Geobacter daltonii FRC-32,5807.0,316067,Anaerobe,Anaerobe,Anaerobe,Fresh water-Soil,mesophilic,30.0,optimum,North America,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1865,gem,Geobacter sp. M21,,443144,Anaerobe,Anaerobe,Anaerobe,Fresh water-Soil,,,,,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1866,geb,Geobacter sp. M18,,443143,Anaerobe,Anaerobe,Anaerobe,Other,,,,,Mixed,Anaerobe,Bacteria,delta/epsilon subdivisions
1867,gpi,Geobacter pickeringii,5804.0,345632,,Anaerobe,Anaerobe,,mesophilic,30.0,growth,North America,,Anaerobe,Bacteria,delta/epsilon subdivisions
1868,gao,Geobacter anodireducens,,1340425,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1869,gsb,Geoalkalibacter subterraneus,130339.0,483547,,Anaerobe,Anaerobe,,mesophilic,40.0,optimum,North America,,Anaerobe,Bacteria,delta/epsilon subdivisions
1870,pca,Pelobacter carbinolicus,4218.0,338963,Anaerobe,Anaerobe,Anaerobe,Fresh water-Marine,mesophilic,30.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1871,ppd,Pelobacter propionicus,4219.0,338966,Anaerobe,Anaerobe,Anaerobe,Fresh water-Marine,mesophilic,30.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1872,pace,Pelobacter acetylenicus,4213.0,29542,,Anaerobe,Anaerobe,,mesophilic,30.0,growth,Europe,,Anaerobe,Bacteria,delta/epsilon subdivisions
1873,pef,Pelobacter sp. SFB93,,1842532,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1874,des,Desulfuromonas soudanensis,,1603606,,Anaerobe,Anaerobe,,,,,,,Anaerobe,Bacteria,delta/epsilon subdivisions
1875,deu,Desulfuromonas sp. DDH964,,1823759,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1876,dvu,Desulfovibrio vulgaris Hildenborough,4105.0,882,Anaerobe,Anaerobe,Anaerobe,Soil,mesophilic,37.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1877,dvl,Desulfovibrio vulgaris DP4,4105.0,391774,Anaerobe,Anaerobe,Anaerobe,Other,mesophilic,37.0,growth,Europe,Mixed,Anaerobe,Bacteria,delta/epsilon subdivisions
1878,dvm,Desulfovibrio vulgaris Miyazaki F,4105.0,883,Anaerobe,Anaerobe,Anaerobe,Fresh water-Soil,mesophilic,37.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1879,dvg,Desulfovibrio vulgaris RCH1,4105.0,573059,,Obligate anaerobe,Obligate anaerobe,,mesophilic,37.0,growth,Europe,,,Bacteria,delta/epsilon subdivisions
1880,dde,Desulfovibrio alaskensis,4150.0,207559,Anaerobe,Anaerobe,Anaerobe,,mesophilic,37.0,optimum,North America,,Anaerobe,Bacteria,delta/epsilon subdivisions
1881,dds,Desulfovibrio desulfuricans ATCC 27774,4073.0,525146,Anaerobe,Anaerobe,Anaerobe,Fresh water-Host,mesophilic,33.5,growth,Europe,Mixed,Anaerobe,Bacteria,delta/epsilon subdivisions
1882,ddn,Desulfovibrio desulfuricans ND132,4073.0,641491,,Anaerobe,Anaerobe,,mesophilic,33.5,growth,Europe,,Anaerobe,Bacteria,delta/epsilon subdivisions
1883,dma,Desulfovibrio magneticus,4140.0,573370,Anaerobe,Anaerobe,Anaerobe,Fresh water,mesophilic,30.0,growth,Asia,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1884,dsa,Desulfovibrio salexigens,4084.0,526222,Anaerobe,Anaerobe,Anaerobe,Other,mesophilic,30.0,growth,Middle and South America,Mixed,Anaerobe,Bacteria,delta/epsilon subdivisions
1885,dhy,Desulfovibrio hydrothermalis,4142.0,1121451,,Anaerobe,Anaerobe,,mesophilic,32.5,growth,,,Anaerobe,Bacteria,delta/epsilon subdivisions
1886,dgg,Desulfovibrio gigas,4083.0,1121448,,Anaerobe,Anaerobe,,mesophilic,35.0,growth,Europe,,Anaerobe,Bacteria,delta/epsilon subdivisions
1887,dfi,Desulfovibrio fairfieldensis,,44742,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1888,dpg,Desulfovibrio piger,4070.0,901,,,,,mesophilic,37.0,growth,,,,Bacteria,delta/epsilon subdivisions
1889,def,Desulfovibrio sp. G11,,631220,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1890,dtr,Candidatus Desulfovibrio trichonymphae,,1725232,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1891,dfl,Desulfovibrio ferrophilus,4144.0,241368,,,,,mesophilic,28.0,growth,Europe,,,Bacteria,delta/epsilon subdivisions
1892,daf,Desulfovibrio africanus,4071.0,690850,,Anaerobe,Anaerobe,,mesophilic,30.0,growth,Africa,,Anaerobe,Bacteria,delta/epsilon subdivisions
1893,das,Pseudodesulfovibrio aespoeensis,4124.0,643562,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Fresh water-Soil,mesophilic,30.0,growth,Europe,Environment,,Bacteria,delta/epsilon subdivisions
1894,dpi,Pseudodesulfovibrio piezophilus,4177.0,1322246,,Anaerobe,Anaerobe,,mesophilic,28.0,growth,Africa,,Anaerobe,Bacteria,delta/epsilon subdivisions
1895,dej,Pseudodesulfovibrio indicus,132642.0,1716143,,Obligate anaerobe,Obligate anaerobe,,mesophilic,32.5,optimum,Asia,,,Bacteria,delta/epsilon subdivisions
1896,pprf,Pseudodesulfovibrio profundus,4129.0,57320,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,delta/epsilon subdivisions
1897,lip,Lawsonia intracellularis PHE/MN1-00,,363253,Facultative,Facultative,Facultative,Host,,,,,Symbiont,Facultative,Bacteria,delta/epsilon subdivisions
1898,lir,Lawsonia intracellularis N343,,1234378,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1899,dba,Desulfomicrobium baculatum,4051.0,525897,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,,mesophilic,30.0,growth,Asia,,,Bacteria,delta/epsilon subdivisions
1900,doa,Desulfomicrobium orale,4059.0,888061,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,Europe,,Anaerobe,Bacteria,delta/epsilon subdivisions
1901,drt,Desulfohalobium retbaense,4043.0,485915,Obligate anaerobe,Obligate anaerobe,Obligate anaerobe,Other,mesophilic,38.5,optimum,Africa,Mixed,,Bacteria,delta/epsilon subdivisions
1902,dps,Desulfotalea psychrophila,4030.0,177439,Anaerobe,Anaerobe,Anaerobe,Marine,psychrophilic,10.0,optimum,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1903,dak,Desulfurivibrio alkaliphilus,4033.0,589865,Anaerobe,Anaerobe,Anaerobe,,mesophilic,30.0,growth,Africa,,Anaerobe,Bacteria,delta/epsilon subdivisions
1904,dpr,Desulfobulbus propionicus,4004.0,577650,Anaerobe,Anaerobe,Anaerobe,Fresh water-Marine,mesophilic,37.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1905,deo,Desulfobulbus oralis,,1986146,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1906,dsf,Desulfocapsa sulfexigens,4019.0,1167006,,Anaerobe,Anaerobe,,psychrophilic,25.0,growth,Europe,,Anaerobe,Bacteria,delta/epsilon subdivisions
1907,dol,Desulfococcus oleovorans,3970.0,96561,Anaerobe,Anaerobe,Anaerobe,Fresh water,mesophilic,28.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1908,dml,Desulfococcus multivorans,3981.0,897,,,,,mesophilic,35.0,growth,Europe,,,Bacteria,delta/epsilon subdivisions
1909,dal,Desulfatibacillum alkenivorans,3947.0,439235,Anaerobe,,Anaerobe,Fresh water,mesophilic,29.0,optimum,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1910,dat,Desulfobacterium autotrophicum,3965.0,177437,Anaerobe,Anaerobe,Anaerobe,Fresh water,psychrophilic,25.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1911,dto,Desulfobacula toluolica,3979.0,651182,,Anaerobe,Anaerobe,,mesophilic,28.0,growth,North America,,Anaerobe,Bacteria,delta/epsilon subdivisions
1912,ade,Anaeromyxobacter dehalogenans 2CP-C,3755.0,290397,Anaerobe,Anaerobe,Anaerobe,Soil,mesophilic,28.0,growth,North America,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1913,acp,Anaeromyxobacter dehalogenans 2CP-1,3755.0,455488,Anaerobe,Anaerobe,Anaerobe,Soil,mesophilic,28.0,growth,North America,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1914,afw,Anaeromyxobacter sp. Fw109-5,,404589,Anaerobe,Anaerobe,Anaerobe,Soil,,,,,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1915,ank,Anaeromyxobacter sp. K,,447217,Anaerobe,Anaerobe,Anaerobe,Soil,,,,,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1916,mxa,Myxococcus xanthus,9984.0,246197,Obligate aerobe,Obligate aerobe,Obligate aerobe,Soil,mesophilic,30.0,growth,,Environment,,Bacteria,delta/epsilon subdivisions
1917,mfu,Myxococcus fulvus,9593.0,483219,Aerobe,Aerobe,Aerobe,Marine,mesophilic,30.0,growth,,Environment,Aerobe,Bacteria,delta/epsilon subdivisions
1918,msd,Myxococcus stipitatus,10096.0,1278073,,,,,mesophilic,30.0,growth,Middle and South America,,,Bacteria,delta/epsilon subdivisions
1919,mym,Myxococcus hansupus,,1297742,,,,,,,,,,,Bacteria,delta/epsilon subdivisions
1920,mmas,Myxococcus macrosporus,9576.0,1189310,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,delta/epsilon subdivisions
1921,ccx,Corallococcus coralloides,8656.0,1144275,,Aerobe,Aerobe,,mesophilic,30.0,growth,North America,,Aerobe,Bacteria,delta/epsilon subdivisions
1922,sur,Stigmatella aurantiaca,3685.0,378806,,Aerobe,Aerobe,,mesophilic,30.0,growth,North America,,Aerobe,Bacteria,delta/epsilon subdivisions
1923,age,Archangium gephyra,3251.0,48,,,,,mesophilic,30.0,growth,North America,,,Bacteria,delta/epsilon subdivisions
1924,mbd,Melittangium boletus,3670.0,1294270,,,,,mesophilic,30.0,growth,Asia,,,Bacteria,delta/epsilon subdivisions
1925,cfus,Cystobacter fuscus,3272.0,43,,,,,mesophilic,30.0,growth,North America,,,Bacteria,delta/epsilon subdivisions
1926,vin,Vulgatibacter incomptus,130837.0,1391653,,,,,mesophilic,28.0,growth,Asia,,,Bacteria,delta/epsilon subdivisions
1927,scl,Sorangium cellulosum So ce56,12062.0,448385,Aerobe,Aerobe,Aerobe,Soil,mesophilic,30.0,growth,Europe,Environment,Aerobe,Bacteria,delta/epsilon subdivisions
1928,scu,Sorangium cellulosum So0157-2,12062.0,1254432,,,,,mesophilic,30.0,growth,Europe,,,Bacteria,delta/epsilon subdivisions
1929,ccro,Chondromyces crocatus,12016.0,52,,Obligate aerobe,Obligate aerobe,,mesophilic,30.0,growth,Middle and South America,,,Bacteria,delta/epsilon subdivisions
1930,samy,Sandaracinus amylolyticus,17885.0,927083,,,,,mesophilic,30.0,optimum,Asia,,,Bacteria,delta/epsilon subdivisions
1931,llu,Labilithrix luteola,130838.0,1391654,,,,,mesophilic,28.0,growth,Asia,,,Bacteria,delta/epsilon subdivisions
1932,mrm,Minicystis rosea,130822.0,888845,,,,,mesophilic,28.0,growth,Asia,,,Bacteria,delta/epsilon subdivisions
1933,hoh,Haliangium ochraceum,5869.0,502025,Obligate aerobe,Obligate aerobe,Obligate aerobe,Marine,mesophilic,30.0,growth,Asia,Environment,,Bacteria,delta/epsilon subdivisions
1934,sat,Syntrophus aciditrophicus,23324.0,56780,Anaerobe,Anaerobe,Anaerobe,Other,mesophilic,37.0,growth,North America,Mixed,Anaerobe,Bacteria,delta/epsilon subdivisions
1935,dao,Desulfobacca acetoxidans,16665.0,880072,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,Europe,,Anaerobe,Bacteria,delta/epsilon subdivisions
1936,dti,Desulfomonile tiedjei,16666.0,706587,,Anaerobe,Anaerobe,,mesophilic,37.0,growth,North America,,Anaerobe,Bacteria,delta/epsilon subdivisions
1937,sfu,Syntrophobacter fumaroxidans,16670.0,335543,Anaerobe,Anaerobe,Anaerobe,Fresh water,mesophilic,37.0,growth,Europe,Environment,Anaerobe,Bacteria,delta/epsilon subdivisions
1938,dax,Desulfoglaeba alkanexedens,16678.0,980445,,,,,mesophilic,30.0,growth,North America,,,Bacteria,delta/epsilon subdivisions
1939,dbr,Desulfarculus baarsii,17627.0,644282,Anaerobe,Anaerobe,Anaerobe,Other,mesophilic,37.0,growth,Europe,Mixed,Anaerobe,Bacteria,delta/epsilon subdivisions
1940,hmr,Hippea maritima,4184.0,760142,,Anaerobe,Anaerobe,,thermophilic,55.0,growth,Australia and Oceania,,Anaerobe,Bacteria,delta/epsilon subdivisions
1941,dav,Desulfurella acetivorans,4179.0,694431,,Anaerobe,Anaerobe,,thermophilic,55.0,growth,Europe,,Anaerobe,Bacteria,delta/epsilon subdivisions
1942,bsed,Bradymonas sediminis,131340.0,1548548,,Aerobe,Aerobe,,,,,Asia,,Aerobe,Bacteria,delta/epsilon subdivisions
1943,bba,Bdellovibrio bacteriovorus HD100,1647.0,264462,Aerobe,Aerobe,Aerobe,Fresh water-Soil,mesophilic,30.0,growth,North America,Environment,Aerobe,Bacteria,Oligoflexia
1944,bbat,Bdellovibrio bacteriovorus Tiberius,1647.0,1069642,,Aerobe,Aerobe,,mesophilic,30.0,growth,North America,,Aerobe,Bacteria,Oligoflexia
1945,bbw,Bdellovibrio bacteriovorus W,1647.0,765869,,Aerobe,Aerobe,,mesophilic,30.0,growth,North America,,Aerobe,Bacteria,Oligoflexia
1946,bbac,Bdellovibrio bacteriovorus 109J,1647.0,959,,,,,mesophilic,30.0,growth,North America,,,Bacteria,Oligoflexia
1947,bex,Bdellovibrio exovorus,1650.0,1184267,,Aerobe,Aerobe,,mesophilic,28.0,growth,North America,,Aerobe,Bacteria,Oligoflexia
1948,bdq,Bdellovibrio sp. qaytius,,1916293,,,,,,,,,,,Bacteria,Oligoflexia
1949,bmx,Halobacteriovorax marinus,1576.0,862908,,,,,psychrophilic,25.0,growth,North America,,,Bacteria,Oligoflexia
1950,hax,Halobacteriovorax sp. BALOs_7,,2109558,,,,,,,,,,,Bacteria,Oligoflexia
1951,bsto,Bacteriovorax stolpii,1574.0,960,,Aerobe,Aerobe,,psychrophilic,25.0,optimum,,,Aerobe,Bacteria,Oligoflexia
1952,sbf,Silvanigrellales bacterium RF1110005,,2493639,,,,,,,,,,,Bacteria,Oligoflexia
1953,rpr,Rickettsia prowazekii Madrid E,,272947,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1954,rpo,Rickettsia prowazekii BuV67-CWPP,,1105096,,,,,,,,,,,Bacteria,Alphaproteobacteria
1955,rpw,Rickettsia prowazekii Chernikova,,1105094,,,,,,,,,,,Bacteria,Alphaproteobacteria
1956,rpz,Rickettsia prowazekii Dachau,,1105097,,,,,,,,,,,Bacteria,Alphaproteobacteria
1957,rpg,Rickettsia prowazekii GvV257,,1105098,,,,,,,,,,,Bacteria,Alphaproteobacteria
1958,rps,Rickettsia prowazekii Katsinyian,,1105095,,,,,,,,,,,Bacteria,Alphaproteobacteria
1959,rpv,Rickettsia prowazekii RpGvF24,,1105099,,,,,,,,,,,Bacteria,Alphaproteobacteria
1960,rpq,Rickettsia prowazekii Rp22,,449216,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
1961,rpl,Rickettsia prowazekii Breinl,,1290428,,,,,,,,,,,Bacteria,Alphaproteobacteria
1962,rpn,Rickettsia prowazekii NMRC Madrid E,,1290427,,,,,,,,,,,Bacteria,Alphaproteobacteria
1963,rty,Rickettsia typhi Wilmington,,257363,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1964,rtt,Rickettsia typhi TH1527,,1003201,,,,,,,,,,,Bacteria,Alphaproteobacteria
1965,rtb,Rickettsia typhi B9991CWPP,,1003202,,,,,,,,,,,Bacteria,Alphaproteobacteria
1966,rcm,Rickettsia canadensis McKiel,,293613,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1967,rcc,Rickettsia canadensis CA410,,1105107,,,,,,,,,,,Bacteria,Alphaproteobacteria
1968,rbe,Rickettsia bellii RML369-C,,336407,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1969,rbo,Rickettsia bellii OSU 85-389,,391896,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1970,rco,Rickettsia conorii,,272944,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1971,rfe,Rickettsia felis,,315456,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1972,rak,Rickettsia akari,,293614,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1973,rri,Rickettsia rickettsii Sheila Smith,,392021,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1974,rrj,Rickettsia rickettsii Iowa,,452659,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1975,rra,Rickettsia rickettsii Arizona,,1105105,,,,,,,,,,,Bacteria,Alphaproteobacteria
1976,rrc,Rickettsia rickettsii Colombia,,1105102,,,,,,,,,,,Bacteria,Alphaproteobacteria
1977,rrh,Rickettsia rickettsii Hauke,,1105103,,,,,,,,,,,Bacteria,Alphaproteobacteria
1978,rrb,Rickettsia rickettsii Brazil,,1105104,,,,,,,,,,,Bacteria,Alphaproteobacteria
1979,rrn,Rickettsia rickettsii Hino,,1105100,,,,,,,,,,,Bacteria,Alphaproteobacteria
1980,rrp,Rickettsia rickettsii Hlp#2,,1105101,,,,,,,,,,,Bacteria,Alphaproteobacteria
1981,rrm,Rickettsia rickettsii Morgan,,1337396,,,,,,,,,,,Bacteria,Alphaproteobacteria
1982,rrr,Rickettsia rickettsii R,,1338411,,,,,,,,,,,Bacteria,Alphaproteobacteria
1983,rms,Rickettsia massiliae MTU5,,416276,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1984,rmi,Rickettsia massiliae AZT80,,1105112,,,,,,,,,,,Bacteria,Alphaproteobacteria
1985,rpk,Rickettsia peacockii,,562019,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1986,raf,Rickettsia africae,,347255,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
1987,rhe,Rickettsia heilongjiangensis,,1032845,,,,,,,,,,,Bacteria,Alphaproteobacteria
1988,rja,Rickettsia japonica,,652620,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
1989,rsv,Rickettsia slovaca 13-B,,941638,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
1990,rsw,Rickettsia slovaca D-CWPP,,1105109,,,,,,,,,,,Bacteria,Alphaproteobacteria
1991,rph,Rickettsia philipii,,481009,,,,,,,,,,,Bacteria,Alphaproteobacteria
1992,rau,Rickettsia australis,,1105110,,,,,,,,,,,Bacteria,Alphaproteobacteria
1993,rmo,Rickettsia montanensis,,1105114,,,,,,,,,,,Bacteria,Alphaproteobacteria
1994,rpp,Rickettsia parkeri,,1105108,,,,,,,,,,,Bacteria,Alphaproteobacteria
1995,rre,Rickettsia rhipicephali,,1105113,,,,,,,,,,,Bacteria,Alphaproteobacteria
1996,ram,Rickettsia amblyommatis GAT-30V,133288.0,1105111,,,,,,,,North America,,,Bacteria,Alphaproteobacteria
1997,rab,Rickettsia amblyommatis Ac37,133288.0,33989,,,,,,,,North America,,,Bacteria,Alphaproteobacteria
1998,rmc,Rickettsia monacensis,,109232,,,,,,,,,,,Bacteria,Alphaproteobacteria
1999,ric,Rickettsia sp. MEAM1 (Bemisia tabaci),,1182263,,,,,,,,,,,Bacteria,Alphaproteobacteria
2000,ots,Orientia tsutsugamushi Boryong,,357244,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2001,ott,Orientia tsutsugamushi Ikeda,,334380,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2002,ptc,Candidatus Phycorickettsia trachydisci,,2115978,,,,,,,,,,,Bacteria,Alphaproteobacteria
2003,wol,Wolbachia wMel (Drosophila melanogaster),,163164,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2004,wri,Wolbachia wRi (Drosophila simulans),,66084,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2005,wen,Wolbachia wHa (Drosophila simulans),,1236909,,,,,,,,,,,Bacteria,Alphaproteobacteria
2006,wed,Wolbachia wNo (Drosophila simulans),,1236908,,,,,,,,,,,Bacteria,Alphaproteobacteria
2007,wpi,Wolbachia wPip (Culex quinquefasciatus),,570417,,Aerobe,Aerobe,,,,,,,Aerobe,Bacteria,Alphaproteobacteria
2008,wbm,Wolbachia wBm (Brugia malayi),,292805,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2009,woo,Wolbachia wOo (Onchocerca ochengi),,100901,,,,,,,,,,,Bacteria,Alphaproteobacteria
2010,wcl,Wolbachia wCle (Cimex lectularius),,246273,,,,,,,,,,,Bacteria,Alphaproteobacteria
2011,weo,Wolbachia wFol (Folsomia candida),,169402,,,,,,,,,,,Bacteria,Alphaproteobacteria
2012,wpp,Wolbachia pipientis,,1116230,,Obligate aerobe,Obligate aerobe,,,,,,,,Bacteria,Alphaproteobacteria
2013,ama,Anaplasma marginale St. Maries,,234826,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2014,amf,Anaplasma marginale Florida,,320483,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2015,amw,Anaplasma marginale Dawn,,1412841,,,,,,,,,,,Bacteria,Alphaproteobacteria
2016,amp,Anaplasma marginale Gypsy Plains,,1412840,,,,,,,,,,,Bacteria,Alphaproteobacteria
2017,acn,Anaplasma centrale,,574556,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2018,aph,Anaplasma phagocytophilum HZ,,212042,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2019,apy,Anaplasma phagocytophilum HZ2,,1184253,,,,,,,,,,,Bacteria,Alphaproteobacteria
2020,apd,Anaplasma phagocytophilum Dog2,,1184254,,,,,,,,,,,Bacteria,Alphaproteobacteria
2021,apha,Anaplasma phagocytophilum JM,,1173064,,,,,,,,,,,Bacteria,Alphaproteobacteria
2022,aoh,Anaplasma ovis,,1248439,,,,,,,,,,,Bacteria,Alphaproteobacteria
2023,eru,Ehrlichia ruminantium Welgevonden (South Africa),,254945,,,,Host,,,,,Symbiont,,Bacteria,Alphaproteobacteria
2024,erw,Ehrlichia ruminantium Welgevonden (France),,254945,,,,Host,,,,,Symbiont,,Bacteria,Alphaproteobacteria
2025,erg,Ehrlichia ruminantium Gardel,,302409,,,,Host,,,,,Symbiont,,Bacteria,Alphaproteobacteria
2026,ecn,Ehrlichia canis,,269484,Aerobe,Aerobe,Aerobe,Host,,,,,Symbiont,Aerobe,Bacteria,Alphaproteobacteria
2027,ech,Ehrlichia chaffeensis Arkansas,,205920,,,,Host,,,,,Symbiont,,Bacteria,Alphaproteobacteria
2028,echa,Ehrlichia chaffeensis Heartland,,1249651,,,,,,,,,,,Bacteria,Alphaproteobacteria
2029,echj,Ehrlichia chaffeensis Jax,,1249652,,,,,,,,,,,Bacteria,Alphaproteobacteria
2030,echl,Ehrlichia chaffeensis Liberty,,1249653,,,,,,,,,,,Bacteria,Alphaproteobacteria
2031,echs,Ehrlichia chaffeensis Osceola,,1249654,,,,,,,,,,,Bacteria,Alphaproteobacteria
2032,echv,Ehrlichia chaffeensis Saint Vincent,,1249655,,,,,,,,,,,Bacteria,Alphaproteobacteria
